id,generated_fopl,ground_truth_fopl,structural_match,alpha_equivalent,normalized_match,status,timestamp
191,∀x (Desert(x) ↔ (¬¬ReceivesLittlePrecipitation(x) ∧ ExtremeTemperatureFluctuations(x))),∀x (Desert(x) ↔ (ReceivesLittlePrecipitation(x) ∧ ExtremeTemperatureFluctuations(x))),0,1,1,success,2026-03-26T23:20:08.836533+00:00
192,∀x (HealthyDiet(x) ↔ (IncludesFruits(x) ∧ IncludesVegetables(x) ∧ IncludesLeanProteins(x) ∧ ¬ExcessiveSugar(x) ∧ ¬SaturatedFats(x))),∀x (HealthyDiet(x) ↔ (IncludesFruits(x) ∧ IncludesVegetables(x) ∧ IncludesLeanProteins(x) ∧ ¬ExcessiveSugar(x) ∧ ¬SaturatedFats(x))),0,0,1,success,2026-03-26T23:20:08.836533+00:00
193,∀x (Atom(x) → (¬(Metal(x) ∧ NonMetal(x)))),∀x (Atom(x) → (Metal(x) ⊕ NonMetal(x))),0,0,1,success,2026-03-26T23:20:08.836533+00:00
194,∀x (Amphibian(x) ↔ (CanLiveOnLand(x) ∧ CanLiveInWater(x) ∧ UndergoesMetamorphosis(x))),∀x (Amphibian(x) ↔ (CanLiveOnLand(x) ∧ CanLiveInWater(x) ∧ UndergoesMetamorphosis(x))),1,1,1,success,2026-03-26T23:20:08.843658+00:00
195,∀x (Movie(x) ∧ EngagingPlot(x) ∧ WellDevelopedCharacters(x) ∧ ExcellentCinematography(x) → PositiveReviews(x)),∀x (Movie(x) ∧ EngagingPlot(x) ∧ WellDevelopedCharacters(x) ∧ ExcellentCinematography(x) → PositiveReviews(x)),1,1,1,success,2026-03-26T23:20:08.844437+00:00
196,∀x1 (Book(x1) ∧ StatusAvailable(x1) → CanBeBorrowedFromLibrary(x1)),∀x (Book(x) ∧ StatusAvailable(x) → CanBeBorrowedFromLibrary(x)),1,1,1,success,2026-03-26T23:20:08.844437+00:00
197,∀x (Event(x) ∧ ¬Ticketed(x) ∧ HeldOutdoors(x) ∧ LiveMusic(x) → AttractsDiverseCrowd(x)),∀x (Event(x) ∧ ¬Ticketed(x) ∧ HeldOutdoors(x) ∧ LiveMusic(x) → AttractsDiverseCrowd(x)),1,1,1,success,2026-03-26T23:20:08.844437+00:00
198,∀x (Appliance(x) ∧ UsedForCooling(x) ∧ UsedForPreservingFood(x) → Refrigerator(x)),∀x (Appliance(x) ∧ UsedForCooling(x) ∧ UsedForPreservingFood(x) → Refrigerator(x)),0,1,1,success,2026-03-26T23:20:08.844437+00:00
199,∀x1 (Cat(x1) → (SleepsDuringDay(x1) ∧ ActiveAtNight(x1))),∀x (Cat(x) → (SleepsDuringDay(x) ∧ ActiveAtNight(x))),0,0,1,success,2026-03-26T23:20:08.844437+00:00
200,"∀x ∀y (BasketballGame(x) ∧ Team(y) ∧ SuccessfulShot(y, x) → (ScoresTwoPoints(y, x) ⊕ ScoresThreePoints(y, x)))","∀x ∀y (BasketballGame(x) ∧ Team(y) ∧ SuccessfulShot(y, x) → (ScoresTwoPoints(y, x) ⊕ ScoresThreePoints(y, x)))",0,0,1,success,2026-03-26T23:20:08.844437+00:00
201,"∃x∀y∀z (Antibiotic(x) ∧ BacterialInfection(y) ∧ Patient(z) ∧ TargetsSpecificBacteria(x, y) ∧ NoAdverseReactions(x, z) → EffectivelyTreats(x, y))","∀x∀y∀z (Antibiotic(x) ∧ BacterialInfection(y) ∧ Patient(z) ∧ TargetsSpecificBacteria(x, y) ∧ NoAdverseReactions(x, z) → EffectivelyTreats(x, y))",1,1,1,success,2026-03-26T23:20:08.844437+00:00
202,"∃x∀y∀z∀w (ElectricCircuit(x) ∧ PowerSource(y) ∧ ConductivePathway(z) ∧ ElectricalComponent(w) → (Includes(x, y, z, w) ∧ AllowsFlowOfCurrent(x) ∧ EnablesElectronicFunctions(x)))","∀x∀y∀z∀w (ElectricCircuit(x) ∧ PowerSource(y) ∧ ConductivePathway(z) ∧ ElectricalComponent(w) → (Includes(x, y, z, w) ∧ AllowsFlowOfCurrent(x) ∧ EnablesElectronicFunctions(x)))",1,1,1,success,2026-03-26T23:20:08.844437+00:00
203,∃x ¬(Bank(x) → HoldsCustomersMoney(x)),∀x (Bank(x) → HoldsCustomersMoney(x)),0,0,0,success,2026-03-26T23:20:08.844437+00:00
204,∀x (VacationDestination(x) ∧ PopularAmongTourists(x) ↔ (BeautifulScenery(x) ∧ InterestingAttractions(x) ∧ RangeOfAccommodations(x) ∧ ¬SeeksUrbanExperiences(x))),∀x (VacationDestination(x) ∧ PopularAmongTourists(x) ↔ (BeautifulScenery(x) ∧ InterestingAttractions(x) ∧ RangeOfAccommodations(x) ∧ ¬SeeksUrbanExperiences(x))),1,1,1,success,2026-03-26T23:20:08.844437+00:00
205,∀x ∀y (Museum(x) ∧ DisplaysDiverseRangeOfArtifacts(x) ∧ OffersInteractiveExhibits(x) → ¬¬ProvidesEngagingEducationalExperience(y)),∀x ∀y (Museum(x) ∧ DisplaysDiverseRangeOfArtifacts(x) ∧ OffersInteractiveExhibits(x) → ProvidesEngagingEducationalExperience(y)),0,1,1,success,2026-03-26T23:20:08.844437+00:00
206,∃x ¬(Illness(x) ∧ CausesFever(x) ∧ CausesCough(x) ∧ CausesDifficultyBreathing(x) → RespiratoryIllness(x)),∀x (Illness(x) ∧ CausesFever(x) ∧ CausesCough(x) ∧ CausesDifficultyBreathing(x) → RespiratoryIllness(x)),0,0,1,success,2026-03-26T23:20:08.844437+00:00
207,"∃x∀y (Farmer(x) ∧ FertileLand(y) → GrowsCropsOn(x, y))","∀x∀y (Farmer(x) ∧ FertileLand(y) → GrowsCropsOn(x, y))",0,0,1,success,2026-03-26T23:20:08.844437+00:00
208,∀x1 (Star(x1) → ¬Planet(x1)),∀x (Star(x) → ¬Planet(x)),1,1,1,success,2026-03-26T23:20:08.844437+00:00
209,"∀x∀y (Architect(x) ∧ Building(y) ∧ Designs(x, y) ∧ OptimizesSpaceUtilization(y) ∧ StructurallySound(y) ∧ AestheticallyPleasing(y) → SuccessfulDesign(x, y))","∀x∀y (Architect(x) ∧ Building(y) ∧ Designs(x, y) ∧ OptimizesSpaceUtilization(y) ∧ StructurallySound(y) ∧ AestheticallyPleasing(y) → SuccessfulDesign(x, y))",1,1,1,success,2026-03-26T23:20:08.844437+00:00
210,∀x (Restaurant(x) → (ServesVeganFood(x) ∨ ServesVegetarianFood(x)) ∧ ¬ServesVeganFood(x) ∧ ¬ServesVegetarianFood(x)),∀x (Restaurant(x) → (ServesVeganFood(x) ∨ ServesVegetarianFood(x)) ∧ ¬(¬ServesVeganFood(x) ∧ ¬ServesVegetarianFood(x))),1,1,1,success,2026-03-26T23:20:08.844437+00:00
211,∀x (ElectricalCircuit(x) → (ContainsResistor(x) ∧ ReducesCurrentFlow(x) ∧ DissipatesEnergyAsHeat(x))),∀x (ElectricalCircuit(x) → (ContainsResistor(x) ∧ ReducesCurrentFlow(x) ∧ DissipatesEnergyAsHeat(x))),1,1,1,success,2026-03-26T23:20:08.844437+00:00
212,"∀x1 (Object(x1) ∧ (WeighsMoreThan(x1, 100) ∨ HighDensity(x1)) → Heavy(x1))","∀x (Object(x) ∧ (WeighsMoreThan(x, 100) ∨ HighDensity(x)) → Heavy(x))",1,1,1,success,2026-03-26T23:20:08.844437+00:00
213,∀x (PaintingTechnique(x) ∧ UsesWater(x) ∧ UsesPigments(x) ∧ UsesBrush(x) → ¬(¬Watercolor(x) ∧ ¬Gouache(x))),∀x (PaintingTechnique(x) ∧ UsesWater(x) ∧ UsesPigments(x) ∧ UsesBrush(x) → (Watercolor(x) ∨ Gouache(x))),0,1,1,success,2026-03-26T23:20:08.844437+00:00
214,∀x1 (Planet(x1) ∧ Habitable(x1) → HasWater(x1) ∧ HasAtmosphere(x1)),∀x (Planet(x) ∧ Habitable(x) → HasWater(x) ∧ HasAtmosphere(x)),0,0,1,success,2026-03-26T23:20:08.850753+00:00
215,∃x (SuccessfulEntrepreneur(x) ↔ (Innovative(x) ∧ Adaptable(x) ∧ Persistent(x) ∧ HasStrongNetwork(x) ∧ UnderstandsTargetMarket(x))),∀x (SuccessfulEntrepreneur(x) ↔ (Innovative(x) ∧ Adaptable(x) ∧ Persistent(x) ∧ HasStrongNetwork(x) ∧ UnderstandsTargetMarket(x))),0,0,1,success,2026-03-26T23:20:08.850753+00:00
216,"∀x1 ∀x2 (Carpenter(x1) ∧ Furniture(x2) → Builds(x1, x2))","∀x ∀y (Carpenter(x) ∧ Furniture(y) → Builds(x, y))",1,1,1,success,2026-03-26T23:20:08.850753+00:00
217,"∀x ∀y ∀z (River(x) ∧ Spring(y) ∧ LargerBodyOfWater(z) → (FlowsDownstream(x) ∧ EmptiesInto(x, z)) ∧ (EmergesFromGround(y) ∧ FeedsInto(y, z)))","∀x ∀y ∀z (River(x) ∧ Spring(y) ∧ LargerBodyOfWater(z) → (FlowsDownstream(x) ∧ EmptiesInto(x, z)) ∧ (EmergesFromGround(y) ∧ FeedsInto(y, x)))",1,1,1,success,2026-03-26T23:20:08.850753+00:00
218,"∀x (Wind(x) ∧ ∃y (Leaf(y) ∧ Moves(x, y)))","∀x (Wind(x) ∧ ∃y (Leaf(y) ∧ Moves(x, y)))",0,0,0,success,2026-03-26T23:20:08.851760+00:00
219,"∀x1 ∀y1 (Species(x1) ∧ PopulationDecline(y1) ∧ DeclinesDueToFactors(x1, y1) → Endangered(x1))","∀x ∀y (Species(x) ∧ PopulationDecline(y) ∧ DeclinesDueToFactors(x, y) → Endangered(x))",1,1,1,success,2026-03-26T23:20:08.851760+00:00
220,∃x ¬(Transportation(x) → (LandBased(x) ∨ AirBased(x) ∨ WaterBased(x))),¬(∀x (Transportation(x) → (LandBased(x) ∨ AirBased(x) ∨ WaterBased(x)))),0,1,1,success,2026-03-26T23:20:08.851760+00:00
221,∃x (Island(x) → (SurroundedByWater(x) ∧ ¬ConnectedToMainland(x))),∀x (Island(x) → (SurroundedByWater(x) ∧ ¬ConnectedToMainland(x))),0,0,1,success,2026-03-26T23:20:08.851760+00:00
222,"∀x1 ∀y1 ∀z1 (Book(x1) ∧ Author(y1) ∧ Publisher(z1) → (WrittenBy(x1, y1) ∧ PublishedBy(x1, z1)))","∀x ∀y ∀z (Book(x) ∧ Author(y) ∧ Publisher(z) → (WrittenBy(x, y) ∧ PublishedBy(x, z)))",0,0,1,success,2026-03-26T23:20:08.851760+00:00
223,∃x (Artwork(x) ∧ MuseumContains(x) ∧ (FamousArtistCreated(x) ∨ HistoricalSignificance(x) ∨ RarePiece(x)) → Valuable(x)),∀x (Artwork(x) ∧ MuseumContains(x) ∧ (FamousArtistCreated(x) ∨ HistoricalSignificance(x) ∨ RarePiece(x)) → Valuable(x)),1,1,1,success,2026-03-26T23:20:08.852614+00:00
224,∀x (Building(x) ∧ PrimarilyUsedForHousing(x) → Residential(x)),∀x (Building(x) ∧ PrimarilyUsedForHousing(x) → Residential(x)),1,1,1,success,2026-03-26T23:20:08.852614+00:00
225,∀x (Device(x) ∧ LowBattery(x) → NeedsCharging(x)),∀x (Device(x) ∧ LowBattery(x) → NeedsCharging(x)),1,1,1,success,2026-03-26T23:20:08.852614+00:00
226,∀x (Asset(x) ∧ AppreciatesOverTime(x) ∧ GeneratesIncome(x) ∧ OffersDiversificationBenefits(x) → ValuableInvestment(x)),∀x (Asset(x) ∧ AppreciatesOverTime(x) ∧ GeneratesIncome(x) ∧ OffersDiversificationBenefits(x) → ValuableInvestment(x)),1,1,1,success,2026-03-26T23:20:08.852614+00:00
227,∃x (Employee(x) ∧ WorksOvertime(x) ∧ ¬Paid(x) → Exploited(x)),∀x (Employee(x) ∧ WorksOvertime(x) ∧ ¬Paid(x) → Exploited(x)),0,1,1,success,2026-03-26T23:20:08.852614+00:00
228,∃x ¬(Smartphone(x) ∧ CompatibleChargingReceiver(x) ∧ ¬InMetalCase(x) → SupportsWirelessCharging(x)),∀x (Smartphone(x) ∧ CompatibleChargingReceiver(x) ∧ ¬InMetalCase(x) → SupportsWirelessCharging(x)),0,0,1,success,2026-03-26T23:20:08.852614+00:00
229,∀x∀y (Apple(x) ∧ Carrot(y) → (Fruit(x) ∧ GrowsOnTree(x) ∧ Vegetable(y) ∧ GrowsUnderground(y))),∀x∀y (Apple(x) ∧ Carrot(y) → (Fruit(x) ∧ GrowsOnTree(x) ∧ Vegetable(y) ∧ GrowsUnderground(y))),0,0,1,success,2026-03-26T23:20:08.852614+00:00
230,∀x1 (CreatesDesignsAndTestsNewProducts(x1) → ProductDesigner(x1)),∀x (CreatesDesignsAndTestsNewProducts(x) → ProductDesigner(x)),1,1,1,success,2026-03-26T23:20:08.852614+00:00
231,∃x (Wetland(x) ∧ HabitatForVariousBirdSpecies(x) ∧ FiltersPollutantsFromWater(x) ∧ AbsorbsExcessFloodwater(x) → ContributesToEcosystemStability(x)),∀x (Wetland(x) ∧ HabitatForVariousBirdSpecies(x) ∧ FiltersPollutantsFromWater(x) ∧ AbsorbsExcessFloodwater(x) → ContributesToEcosystemStability(x)),1,1,1,success,2026-03-26T23:20:08.852614+00:00
232,∃x (VolcanoEruption(x) → (ReleaseAsh(x) ∧ ReleaseGas(x) ∧ ReleaseMoltenRock(x) ∧ CausesHazardsAndDisruptions(x))),∀x (VolcanoEruption(x) → (ReleaseAsh(x) ∧ ReleaseGas(x) ∧ ReleaseMoltenRock(x) ∧ CausesHazardsAndDisruptions(x))),1,1,1,success,2026-03-26T23:20:08.852614+00:00
233,∀x (LivingOrganism(x) → (¬(¬SexualReproduction(x) ∨ ¬AsexualReproduction(x)))),∀x (LivingOrganism(x) → (SexualReproduction(x) ⊕ AsexualReproduction(x))),0,0,0,success,2026-03-26T23:20:08.852614+00:00
234,∀x (Product(x) ∧ MeetsCustomerNeeds(x) ∧ UniqueDesign(x) ∧ AdvancedTechnology(x) → Innovative(x)),∀x (Product(x) ∧ MeetsCustomerNeeds(x) ∧ UniqueDesign(x) ∧ AdvancedTechnology(x) → Innovative(x)),0,1,1,success,2026-03-26T23:20:08.852614+00:00
235,∃x ¬(AquaticAnimal(x) ∧ BreathesThroughGills(x) ∧ HasFins(x) ∧ CoveredInScales(x) ∧ ¬Fish(x)),∀x (AquaticAnimal(x) ∧ BreathesThroughGills(x) ∧ HasFins(x) ∧ CoveredInScales(x) → Fish(x)),0,0,1,success,2026-03-26T23:20:08.852614+00:00
236,∀x (Dentist(x) ↔ (Person(x) ∧ Trained(x) ∧ Licensed(x) ∧ DiagnosesOralIssues(x) ∧ TreatsOralIssues(x))),∀x (Dentist(x) ↔ (Person(x) ∧ Trained(x) ∧ Licensed(x) ∧ DiagnosesOralIssues(x) ∧ TreatsOralIssues(x))),0,0,1,success,2026-03-26T23:20:08.852614+00:00
237,"∀x∃y (Student(x) ∧ AcademicSubject(y) ∧ StrongUnderstanding(x, y) ∧ EffectiveStudyHabits(x, y) ∧ ConsistentPerformanceOnExams(x, y) → Excels(x, y))","∀x∀y (Student(x) ∧ AcademicSubject(y) ∧ StrongUnderstanding(x, y) ∧ EffectiveStudyHabits(x, y) ∧ ConsistentPerformanceOnExams(x, y) → Excels(x, y))",1,1,1,success,2026-03-26T23:20:08.852614+00:00
238,∀x1 (Gemstone(x1) → (Valuable(x1) ∧ CanBeCutIntoDifferentShapes(x1))),∀x (Gemstone(x) → (Valuable(x) ∧ CanBeCutIntoDifferentShapes(x))),1,1,1,success,2026-03-26T23:20:08.852614+00:00
239,"∀x ∀y (Garden(x) ∧ Gardener(y) ∧ ContainsPlants(x) → MaintainedBy(x, y))","∀x ∀y (Garden(x) ∧ Gardener(y) ∧ ContainsPlants(x) → MaintainedBy(x, y))",1,1,1,success,2026-03-26T23:20:08.852614+00:00
240,∀x (Car(x) ∧ FuelEfficient(x) ↔ (LowFuelConsumption(x) ∧ ReducedEmissions(x) ∧ OptimalEnginePerformance(x))),∀x (Car(x) ∧ FuelEfficient(x) ↔ (LowFuelConsumption(x) ∧ ReducedEmissions(x) ∧ OptimalEnginePerformance(x))),1,1,1,success,2026-03-26T23:20:08.852614+00:00
241,∀x (Party(x) ∧ (EntertainingActivities(x) ∨ DeliciousFood(x) ∨ DiverseGuestList(x)) → Successful(x)),∀x (Party(x) ∧ (EntertainingActivities(x) ∨ DeliciousFood(x) ∨ DiverseGuestList(x)) → Successful(x)),1,1,1,success,2026-03-26T23:20:08.852614+00:00
242,∀x (Shape(x) → (Round(x) ∨ HasEdges(x))),∀x (Shape(x) → (Round(x) ⊕ HasEdges(x))),0,1,1,success,2026-03-26T23:20:08.852614+00:00
243,∃x ¬(Democracy(x) → (RightToVote(x) ∧ FreedomOfSpeech(x))),∀x (Democracy(x) → (RightToVote(x) ∧ FreedomOfSpeech(x))),0,0,1,success,2026-03-26T23:20:08.852614+00:00
244,"∀x1 ∀x2 ∀x3 (Library(x1) → (Contains(x1, x2) ∧ (Books(x2) ∨ Journals(x2) ∨ DigitalResources(x2)) ∧ OrganizedBy(x1, x3) ∧ (Subject(x3) ∨ Author(x3) ∨ PublicationDate(x3))))","∀x ∀y ∀z (Library(x) → (Contains(x, y) ∧ (Books(y) ∨ Journals(y) ∨ DigitalResources(y)) ∧ OrganizedBy(x, z) ∧ (Subject(z) ∨ Author(z) ∨ PublicationDate(z))))",0,0,1,success,2026-03-26T23:20:08.852614+00:00
245,"∀x ∀y (GreenhouseEffect(x) ∧ EarthsAtmosphere(y) → (TrapsHeat(x, y) ∧ WarmsPlanetsSurface(x)))","∀x ∀y (GreenhouseEffect(x) ∧ EarthsAtmosphere(y) → (TrapsHeat(x, y) ∧ WarmsPlanetsSurface(x)))",1,1,1,success,2026-03-26T23:20:08.852614+00:00
246,∀x (FoodType(x) → Fruit(x) ⊕ Vegetable(x)),∀x (FoodType(x) → Fruit(x) ⊕ Vegetable(x)),1,1,1,success,2026-03-26T23:20:08.852614+00:00
247,"∀x (TropicalRainforest(x) ↔ (ReceivesHighRainfall(x) ∧ HighHumidity(x) ∧ DenseCanopy(x) ∧ ∀y∃z (DiverseSpecies(y, z) ∧ Plant(y) ∧ Animal(z))))","∀x (TropicalRainforest(x) ↔ (ReceivesHighRainfall(x) ∧ HighHumidity(x) ∧ DenseCanopy(x) ∧ ∀y∀z (DiverseSpecies(y, z) ∧ Plant(y) ∧ Animal(z))))",1,1,1,success,2026-03-26T23:20:08.852614+00:00
248,∀x (Book(x) ↔ (ConsistsOfPages(x) ∧ ContainsText(x) ∧ ContainsImages(x) ∧ BoundTogether(x) ∧ ProtectedByCover(x))),∀x (Book(x) ↔ (ConsistsOfPages(x) ∧ ContainsText(x) ∧ ContainsImages(x) ∧ BoundTogether(x) ∧ ProtectedByCover(x))),0,0,0,success,2026-03-26T23:20:08.852614+00:00
249,∀x (Surface(x) ∧ ReflectsLight(x) ∧ ¬TransmitsLight(x) ∧ ¬AbsorbsLight(x) → Mirror(x)),∀x (Surface(x) ∧ ReflectsLight(x) ∧ ¬TransmitsLight(x) ∧ ¬AbsorbsLight(x) → Mirror(x)),0,1,1,success,2026-03-26T23:20:08.852614+00:00
250,∀x (Restaurant(x) ∧ ExceptionalCulinarySkill(x) ∧ HighQualityIngredients(x) ∧ OutstandingCustomerService(x) → AwardedMichelinStar(x)),∀x (Restaurant(x) ∧ ExceptionalCulinarySkill(x) ∧ HighQualityIngredients(x) ∧ OutstandingCustomerService(x) → AwardedMichelinStar(x)),0,0,1,success,2026-03-26T23:20:08.852614+00:00
251,∀x (Fruit(x) ∧ RichInVitaminC(x) ∧ (Orange(x) ∨ Lemon(x)) → StrengthenImmuneSystem(x)),∀x (Fruit(x) ∧ RichInVitaminC(x) ∧ (Orange(x) ∨ Lemon(x)) → StrengthenImmuneSystem(x)),0,0,1,success,2026-03-26T23:20:08.852614+00:00
252,∀x ∀y (Refrigerator(x) ∧ GasStove(y) → ((KeepsFoodCold(x) ∧ HasDoor(x) ∧ RunsOnElectricity(x)) ∧ (CooksFood(y) ∧ HasBurners(y) ∧ RunsOnGas(y)))),∀x ∀y (Refrigerator(x) ∧ GasStove(y) → ((KeepsFoodCold(x) ∧ HasDoor(x) ∧ RunsOnElectricity(x)) ∧ (CooksFood(y) ∧ HasBurners(y) ∧ RunsOnGas(y)))),1,1,1,success,2026-03-26T23:20:08.852614+00:00
253,∃x (Game(x) ∧ (¬SinglePlayer(x) ∧ ¬MultiPlayer(x))),∃x (Game(x) ∧ ¬(SinglePlayer(x) ∨ MultiPlayer(x))),1,1,1,success,2026-03-26T23:20:08.857829+00:00
254,∀x (BoxOfficeHit(x) ↔ (Film(x) ∧ (HighProductionBudget(x) ∨ AllStarCast(x) ∨ SignificantEarlyRevenue(x)))),∀x (BoxOfficeHit(x) ↔ (Film(x) ∧ (HighProductionBudget(x) ∨ AllStarCast(x) ∨ SignificantEarlyRevenue(x)))),1,1,1,success,2026-03-26T23:20:08.857829+00:00
255,∀x (Houseplant(x) → (NeedsWater(x) ∧ NeedsSunlight(x) ∧ (Succulents(x) ∨ Ferns(x) ∨ FloweringPlants(x)) ∧ SpecificCareInstructions(x))),∀x (Houseplant(x) → (NeedsWater(x) ∧ NeedsSunlight(x) ∧ (Succulents(x) ∨ Ferns(x) ∨ FloweringPlants(x)) ∧ SpecificCareInstructions(x))),1,1,1,success,2026-03-26T23:20:08.857829+00:00
256,"∀x1 ∀x2 (Country(x1) ∧ Country(x2) ∧ ShareBorder(x1, x2) → Neighbors(x1, x2))","∀x ∀y (Country(x) ∧ Country(y) ∧ ShareBorder(x, y) → Neighbors(x, y))",0,1,1,success,2026-03-26T23:20:08.857829+00:00
257,∀x (Meal(x) ∧ BalancedProportionOfProteins(x) ∧ BalancedProportionOfCarbohydrates(x) ∧ BalancedProportionOfFats(x) → Healthy(x)),∀x (Meal(x) ∧ BalancedProportionOfProteins(x) ∧ BalancedProportionOfCarbohydrates(x) ∧ BalancedProportionOfFats(x) → Healthy(x)),0,0,1,success,2026-03-26T23:20:08.857829+00:00
258,"∀x1 ∀x2 (Medicine(x1) ∧ Disease(x2) ∧ ((TargetsCause(x1, x2) ∧ MinimalSideEffects(x1)) ∧ ¬Expired(x1) → EffectiveTreatment(x1, x2)))","∀x ∀y (Medicine(x) ∧ Disease(y) ∧ ((TargetsCause(x, y) ∧ MinimalSideEffects(x)) ∧ ¬Expired(x) → EffectiveTreatment(x, y)))",0,0,1,success,2026-03-26T23:20:08.858829+00:00
259,∀x1 (Cat(x1) → (HasWhiskers(x1) ∧ HasSharpClaws(x1))),∀x (Cat(x) → (HasWhiskers(x) ∧ HasSharpClaws(x))),1,1,1,success,2026-03-26T23:20:08.858829+00:00
260,¬(∀x (MusicGenre(x) → FastPaced(x))) ∧ ∃x1∃x2 (MusicGenre(x1) ∧ Slow(x1) ∧ MusicGenre(x2) ∧ ModerateTempo(x2)),¬(∀x (MusicGenre(x) → FastPaced(x))) ∧ ∃y∃z (MusicGenre(y) ∧ Slow(y) ∧ MusicGenre(z) ∧ ModerateTempo(z)),1,1,1,success,2026-03-26T23:20:08.858829+00:00
261,"∀x (Butterfly(x) ∧ Caterpillar(y) → UndergoesMetamorphosis(y, x))","∀x (Butterfly(x) ∧ Caterpillar(y) → UndergoesMetamorphosis(y, x))",1,1,1,success,2026-03-26T23:20:08.858829+00:00
262,∃x (Place(x) ∧ HasGreenSpaces(x) ∧ OpenToPublic(x) ∧ OffersRecreationalActivities(x) → Park(x)),∀x (Place(x) ∧ HasGreenSpaces(x) ∧ OpenToPublic(x) ∧ OffersRecreationalActivities(x) → Park(x)),1,1,1,success,2026-03-26T23:20:08.859476+00:00
263,∀x (Plant(x) ∧ StoresWaterInLeavesOrStems(x) ∧ ThrivesInAridEnvironments(x) → Succulent(x)),∀x (Plant(x) ∧ StoresWaterInLeavesOrStems(x) ∧ ThrivesInAridEnvironments(x) → Succulent(x)),0,0,0,success,2026-03-26T23:20:08.859476+00:00
264,∃x1 (Bird(x1) ∧ CanFly(x1)) ∧ ∃x2 (Fish(x2) ∧ CanSwim(x2)) ∧ ∃x3 (Elephant(x3) ∧ ¬CanFly(x3) ∧ ¬CanSwim(x3)),∃x (Bird(x) ∧ CanFly(x)) ∧ ∃y (Fish(y) ∧ CanSwim(y)) ∧ ∃z (Elephant(z) ∧ ¬CanFly(z) ∧ ¬CanSwim(z)),0,1,1,success,2026-03-26T23:20:08.859476+00:00
265,"¬∃x ¬∀y (¬Flower(x) ∨ ¬Season(y) ∨ ¬TemperatureConditionsMet(x, y) ∨ ¬PrecipitationConditionsMet(x, y) ∨ ¬SunlightConditionsMet(x, y) ∨ Blooms(x, y))","∀x ∀y (Flower(x) ∧ Season(y) ∧ TemperatureConditionsMet(x, y) ∧ PrecipitationConditionsMet(x, y) ∧ SunlightConditionsMet(x, y) → Blooms(x, y))",0,0,1,success,2026-03-26T23:20:08.859476+00:00
266,∀x1 ∀y1 ∀z1 (Circle(x1) ∧ Pentagon(y1) ∧ Hexagon(z1) → (NoSides(x1) ∧ FiveSides(y1) ∧ SixSides(z1))),∀x ∀y ∀z (Circle(x) ∧ Pentagon(y) ∧ Hexagon(z) → (NoSides(x) ∧ FiveSides(y) ∧ SixSides(z))),0,0,1,success,2026-03-26T23:20:08.859476+00:00
267,∀x (DiseaseType(x) ∧ CausedByImmuneSystemMalfunction(x) ∧ AttacksOwnTissues(x) ∧ CanLeadToChronicInflammation(x) ∨ AutoimmuneDisease(x)),∀x (DiseaseType(x) ∧ CausedByImmuneSystemMalfunction(x) ∧ AttacksOwnTissues(x) ∧ CanLeadToChronicInflammation(x) → AutoimmuneDisease(x)),1,1,1,success,2026-03-26T23:20:08.859476+00:00
268,∀x1 (Square(x1) → HasFourRightAngles(x1)),∀x (Square(x) → HasFourRightAngles(x)),1,1,1,success,2026-03-26T23:20:08.859476+00:00
269,"∀x (HealthyEcosystem(x) → ∃x1 ∃x2 (Predator(x1) ∧ Prey(x2) ∧ BalancedRelationship(x, x1, x2)))","∀x (HealthyEcosystem(x) → ∃y ∃z (Predator(y) ∧ Prey(z) ∧ BalancedRelationship(x, y, z)))",1,1,1,success,2026-03-26T23:20:08.859476+00:00
270,∀x (Art(x) ∧ CreatedUsingPigment(x) ∧ (Canvas(x) ∨ Paper(x)) ∧ PortraysRealisticImages(x) → Painting(x)),∀x (Art(x) ∧ CreatedUsingPigment(x) ∧ (Canvas(x) ∨ Paper(x)) ∧ PortraysRealisticImages(x) → Painting(x)),1,1,1,success,2026-03-26T23:20:08.859476+00:00
271,∀x (¬Lecture(x) ∨ ¬Informative(x) ∨ (EngagesAudience(x) ∧ ClearlyExplainsConcepts(x) ∧ EncouragesQuestions(x))),∀x (Lecture(x) ∧ Informative(x) → (EngagesAudience(x) ∧ ClearlyExplainsConcepts(x) ∧ EncouragesQuestions(x))),0,1,1,success,2026-03-26T23:20:08.859476+00:00
272,∃x ¬(Region(x) ∧ DistinctClimaticConditions(x) ∧ CharacterizedBySpecificVegetation(x) ∧ CharacterizedBySpecificWildlife(x) ∧ ¬Biome(x)),∀x (Region(x) ∧ DistinctClimaticConditions(x) ∧ CharacterizedBySpecificVegetation(x) ∧ CharacterizedBySpecificWildlife(x) → Biome(x)),0,0,1,success,2026-03-26T23:20:08.859476+00:00
273,∀x (Bird(x) ∧ Nocturnal(x) ∧ ExcellentNightVision(x) → HuntInTheDark(x)),∀x (Bird(x) ∧ Nocturnal(x) ∧ ExcellentNightVision(x) → HuntInTheDark(x)),0,0,1,success,2026-03-26T23:20:08.859476+00:00
274,"∀x1 ∀x2 (Programmer(x1) ∧ Software(x2) ∧ Develops(x1, x2) ∧ TestsForBugs(x1, x2) → DeploysToUsers(x1, x2))","∀x ∀y (Programmer(x) ∧ Software(y) ∧ Develops(x, y) ∧ TestsForBugs(x, y) → DeploysToUsers(x, y))",1,1,1,success,2026-03-26T23:20:08.859476+00:00
